"imdb_id","title","rating_imdb","rating_count","storyline","certificates","release_date","duration_min","imdb_url_film","url_poster"
"tt27532058","Jin Khodam",7,104,"Bagas returns to his hometown after spending a long time at a pesantren to revive religious activities and straighten out the social norms that have been lost in his village. He is accompanied by his friends, Ayu and Hadi. However, Bagas' efforts are met with extreme opposition from Wirya, a wealthy man in the village who feels that Bagas' actions are disrupting their interests. Eventually, Wirya and his men agree to get rid of Bagas, and with the help of six others, they persecute Bagas until he dies. Bagas' body is then thrown into the river under the bridge. However, to their surprise, they hear the Asyghil shalawat coming from the mosque, which is usually recited by Bagas before dawn prayer. They become curious and immediately go to the mosque, only to be terrified by the sight of Bagas, who is still alive. Their fear escalates when two of them are found dead in a gruesome manner. From then on, the terror of Bagas, who always rides his bike and rings his bell, haunts them.","-",2023-05-25,96,"https://www.imdb.com/title/tt27532058/?ref_=sr_t_478","https://www.imdb.com/title/tt27532058/mediaviewer/rm4045024769/?ref_=tt_ov_i"
"tt2190357","Negeri 5 Menara",6.9,267,"When Alif graduated from secondary school, his mother wanted him to go to Pondok Madani, a Pesantren (religious school) in corner of Ponorogo, East Java. At first, Alif was totally against the idea. being a good son, Alif gave him faith that his parents only wish the best for him, yet half-heartedly. When Alif arrived at Pondok Madani, His heart sank even further. The Place is depressing for him and feels like a prison. It was worsened by many strict school rules and the fact that he had to step a grade down to adapt to the new system. Along the way, Alif grows closer with his roommates, Baso from Gowa, Atang from Bandung, Raja from Medan, Said from Surabaya, and Dulmajid from Madura. The six of them are often seen and hang out near the mosque towers and eventually known as the ""Sahibul Menara"" or the tower owners. Things are not like Alif expected. He starts to see how the school introduces him to new and modern ideas. Alif was inspired by the spirited shouts of Ustadz: ""Man Jadda Wajada"". A Phrase which means ""he who gives his all will surely succeed. this 'Mantra' motivated the six students to have big visions on their life. All of them made a promise under the tower that one day, they will go to places that they have been dreaming about. Alif wish to go to America, Atang wishes to go to Egypt, Baso wishes to go to Mecca, Raja wishes to go to England, and Said and Dulmajid wish to travel all over Indonesia.","-",2012-02-01,114,"https://www.imdb.com/title/tt2190357/?ref_=sr_t_529","https://www.imdb.com/title/tt2190357/mediaviewer/rm2039972097/?ref_=tt_ov_i"
"tt26099504","Galang",9.5,75,"Galang, a young man, is consumed with guilt after leaving his sister alone at a concert, where she died in a human stampede. Out of vengeance and curiosity, he sets out to discover the truth about his sister's untimely death by pretending to be a fan of a rock and metal underground band Axfiksia. Galang meets Asmara, the manager of the band, who accepts him as a crew member. As Galang gets to know both the band and underground music scene, he slowly but surely finds the answers he has been looking for, while simultaneously learning more about himself. Galang is an introspective journey about coming to peace with grief that also addresses-and challenges- stereotypes attached around rock and metal music. —kevin-78199","-",,106,"https://www.imdb.com/title/tt26099504/?ref_=sr_t_7","https://www.imdb.com/title/tt26099504/mediaviewer/rm1206135041/?ref_=tt_ov_i"
"tt2251780","Santet Kuntilanak",2.7,15,,"-",2012-03-08,77,"https://www.imdb.com/title/tt2251780/?ref_=sr_t_1524","https://www.imdb.com/name/nm4776010/?ref_=tt_cst_i_1"
"tt8492176","Lima",7.2,49,"Fara, Aryo and Adi recently lost their mother, Maryam. How Maryam was buried provoked a debate among her three kids since Maryam is a Muslim. Although it seems that the conflict has been solved, there are some things that are still a problem. Fara, who is a swimming coach, always chooses which athletes should be sent to the national trainings. However, he cannot do it without facing the challenges from the club owner. Despite the students never questioned him because of his skin color, Adi, who is usually harassed by his classmates, sees an inhuman event. Ayro, must deal with the inheritance issues since he is the firstborn and Jjah is obligated to come back home to require justice.","-",2018-05-31,110,"https://www.imdb.com/title/tt8492176/?ref_=sr_t_404","https://www.imdb.com/title/tt8492176/mediaviewer/rm3122938624/?ref_=tt_ov_i"
"tt9160672","Tujuh Bidadari",5.5,25,"Seven Angels, a famous girl band from Indonesia, consisting of Stella, Carla, Dian, Anggun, Amy, Tari, and Mika, go on vacation to Melbourne, Australia where they socialize with a local singer named Mark. Mark takes the girls to a former lunatic asylum that is supposedly haunted due to a dark past. —georgiawriter","-",2018-11-01,90,"https://www.imdb.com/title/tt9160672/?ref_=sr_t_1139","https://www.imdb.com/title/tt9160672/mediaviewer/rm1634365441/?ref_=tt_ov_i"
"tt11644484","LDR",7.4,20,"Carries (Mentari De Marelle) dream to go to Verona, Juliet's city residence, has been answered. From childhood, Carrie had fallen in love with the story of Romeo and Juliet. Carrie believes, there must be a Romeo for her.","-",2015-05-13,90,"https://www.imdb.com/title/tt11644484/?ref_=sr_t_315","https://www.imdb.com/title/tt11644484/mediaviewer/rm3949233921/?ref_=tt_ov_i"
"tt21147038","Sinar untuk Genta",6.8,12,"An accident ten years ago made Sinar lose her parents and the function of her eyes. Her story begins when she is about to try her luck on a scholarship at the Pratama campus. An incident occurs when Sinar is walking around the campus. A car almost hit her. Genta, a popular boy, known as a heartless god, vents his emotions because of a girl who crosses the road carelessly. Since then, Genta, who already has a model girlfriend, has always been curious about the blind girl.","-",2022-07-22,80,"https://www.imdb.com/title/tt21147038/?ref_=sr_t_616","https://www.imdb.com/title/tt21147038/mediaviewer/rm2501446401/?ref_=tt_ov_i"
"tt10230316","Pariban: Idola dari Tanah Jawa",7.4,59,"Moan is a Batak young man who has lived in Jakarta for a long time. Even though he is 37 years old, he doesn't have a girlfriend yet. This situation makes his mother, living in Samosir, dizzy. She forces Moan to go back and marries his cousin, Uli. Unexpectedly, Uli who is told as a beautiful woman and loves Batak culture, has a lover, Binsar. —filmindonesia.or.id","-",2019-05-09,101,"https://www.imdb.com/title/tt10230316/?ref_=sr_t_305","https://www.imdb.com/title/tt10230316/mediaviewer/rm1901094656/?ref_=tt_ov_i"
"tt1593753","Ngebut Kawin",6.2,24,"ONES (RINGGO AGUS RAHMAN) is a taxi driver in Jakarta. He has simple live. But that doesnt lose his spirit to take care of his GRANDFATHER (ENGKONG) (HENGKY SOLAIMAN), 100 years old, who wants to die as soon as possible because hes afraid that Ones cant buy a cemetery for him because of Oness poverty. Ones is always enthusiast to cheer Engkong, until he borrows his bosss money BOS RAMBO (BONENG) to buy a massaging chair for Engkong. But Boss Rambo loses his patience with Oness debts. He threats that if Engkong doesnt pay the debts, then Ones should return the taxi back. after he failed to get passenger, Ones decides to look for passengers in the airport. In the meantime, NINGSIH (WIWID GUNAWAN), a beautiful female worker, confident, and sometimes too dare, has just landing. She rents Oness taxi to take her to her village in Indramayu as she promises that she will pay him much. Then Ones agrees. But unfortunately, in their way, Ones must pay for Ningsihs eat costs as she says that she has not exchange her dollars. Then Ones have to pay everything including the free way cost. Another bad luck, in their way, Oness taxi is stalled. Ningsih threats him that she will not pay him if he doesnt take her home. then Ones carries Ningsih home. But when Ones asks for payment, Ningsih offers him something surprised. This time, she asks Ones to pretend to be her future husband just for five minutes as she promises that she will give him more money. Ones refuses her. but suddenly he got news that Boss Rambo hostages Engkong as a guarantee, Ones agrees with Ningsihs offer. Ningsih introduces Ones to her parent, Mr. and Mrs. Kadir (KADIR & IRA WIBOWO). Ningsih tells them that Ones is a car showroom owner that often to go abroad, Ningsih greets Ones happily. Not just that, Kadir asks them to marry two days later. Ones shocks. He asks Ningsih to tell her parent about their lie. But apparently a villager guy, CECEP (VINCENT ROMPIES) that loves Ningsih, heard about Ningsihs wedding plan, gets panic. he proposes Ningsih to marry immediately. Ningsihs parent confuses. They cant refuse Ceceps proposal because hes a rich entrepreneur. As the tradition, Ningsihs future husband must past the fit and proper tests. Actually Ningsih doesnt want to marry with Cecep who actually cheating to the female workers. Then she pushes Ones to keep doing their acting. Even Ningsih asks Ones to pretend to be her husband. Ones agrees because he feels pity with Ningsih, plus Ningsih said that she will pay Ones more. Ones and Ningsih practice. When they are doing practice, Ningsih and Ones start to love each other even they often to fight. Especially after Ningsih realizes that actually Ones is a nice man and wants to make Engkong happy. Cecep feels jealous with Ones, he does everything to be better than Ones in everything. Start with copying Oness style, until he goes to MAS EROT. He just want to get Ningsih. Ones and Cecep do the tests. Cecep tries to do the tricky ways but because of Oness smartness and luckt, Ones can get the highest point. Ningsih feels relieved because she actually loves Ones. Cecep cant accept his lose. He can get Ones real identity that Ones is just a taxi driver. Pak Kadir gets angry, he challenges to carok (traditional Madurese fight). Then Ningsih accuses that she planned that all. Then pak Kadir expels Ones from the village and asks Ningsih to marry with Cecep. Ones confuses. Hes free now. Will he leave Ningsih who will marry with Cecep so he can go back to his previous life? Meanwhile, Boss Rambo feels suspicious that Ones has sold his taxi and ignore Engkong because he doesnt hear anything from Ones. Boss Rambo sends some people to find Ones. Can Ones prevent Ningsihs marriage and saves Engkong before Boss Rambo catches him? will Ningsih accuses her love to Ones?","-",,,"https://www.imdb.com/title/tt1593753/?ref_=sr_t_884","https://www.imdb.com/title/tt1593753/mediaviewer/rm3614581248/?ref_=tt_ov_i"
"tt5118126","Cai Lan Gong",6.4,15,"Aileen is coming to her grandfather. She is obliged to follow rituals as a Cai Lan Gong (Vegetable Basket Deity) keeper. Something evil happens that make the ritual go wrong.","-",2015-10-22,83,"https://www.imdb.com/title/tt5118126/?ref_=sr_t_788","https://www.imdb.com/title/tt5118126/mediaviewer/rm4102547713/?ref_=tt_ov_i"
"tt6908176","Shy Shy Cat",6.3,69,"Mira (Nirina Zubir) has been successfully building his career in Jakarta. On her 30th birthday, Abah (father, Budi Dalton), owner of a silat (martial arts) school, asks Mira to return to the village Sindang Barang for a match with Otoy (Fedi Nuril), her childhood friend. She does not want to return home because of the backward village. Especially she is paired with Otoy, whom she remembers as the sucks child. Assisted by two friends, Jessy (Acha Septriasa) and Umi (Tika Bravani), Mira intends to thwart the matchmaking.But, when returning to the village, Mira, Jessy and Umi find all the conditions have changed. They face a difficult choice that test their friendship after seeing Otoy.","-",2016-11-03,102,"https://www.imdb.com/title/tt6908176/?ref_=sr_t_824","https://www.imdb.com/title/tt6908176/mediaviewer/rm623162113/?ref_=tt_ov_i"
"tt9015650","Warisan Olga",4.6,10,"Billy (Billy Syahputra) who is too crazy about his girlfriend spends Olga's (Olga Syahputra) money too much and is being chased by thugs. To help Olga, Billy goes looking for treasure on an island.","-",2015-11-19,,"https://www.imdb.com/title/tt9015650/?ref_=sr_t_1374","https://www.imdb.com/title/tt9015650/mediaviewer/rm4231101952/?ref_=tt_ov_i"
"tt15169898","Aum!",7.2,81,"As a military, Adam is supposed to arrest Satriya, a student who is blacklisted as a target for government arrests because of his political activities. However, Adam instead took Satriya to run and hide with him. It was because Satriya was the only family that Adam had. Adam then joined the struggle with Satriya and other activist friends for one common goal: Reformation. The story is apparently just a film produced by Linda. Linda involves Panca, an ambitious and idealistic film director. Their difficulties in production which has to be carried out clandestinely and with minimal equipment because it is full of risks under strict government supervision. In addition, it seems that Panca is starting to not get along with Linda. Plus the involvement of Paul Whiteberg, an American journalist who covers the production exclusively. —filmindonesia.or.id","-",2021-09-30,85,"https://www.imdb.com/title/tt15169898/?ref_=sr_t_382","https://www.imdb.com/title/tt15169898/mediaviewer/rm3684562433/?ref_=tt_ov_i"
"tt1431030","Bukan Cinta Biasa",6.3,50,,"-",2009-05-07,110,"https://www.imdb.com/title/tt1431030/?ref_=sr_t_828","https://www.imdb.com/title/tt1431030/mediaviewer/rm1285732353/?ref_=tt_ov_i"
"tt2221745","Mati Muda di Pelukan Janda",2.5,10,,"-",2011-09-22,82,"https://www.imdb.com/title/tt2221745/?ref_=sr_t_1533","https://www.imdb.com/name/nm3040789/?ref_=tt_cst_i_1"
"tt10633542","Mahasiswi Baru",6.2,180,"At her old age, Lastri (Widyawati) is eager to go to college. When becoming a new student, Lastri befriends Danny (Morgan Oey), Sarah (Mikha Tambayong), Erfan (Umay Shahab), and Reva (Sonia Alyssa) and they form a gang. Lastri's gang often makes fuss on campus and causes chaos. Lastri's daughter, Anna, is dizzily facing her mother who is stubbornly coming home late at night and often wandering around. Lastri's lecture is at stake when Chaerul, dean of the faculty, thinks that Lastri does not deserve to continue the lecture because of her troubles on campus. —filmindonesia.or.id","Unrated",2020-08-06,96,"https://www.imdb.com/title/tt10633542/?ref_=sr_t_850","https://www.imdb.com/title/tt10633542/mediaviewer/rm2972621825/?ref_=tt_ov_i"
"tt13642366","Balada Si Roy",5.6,165,"After his father's death, Roy moved to Serang with his mother. He is different from most boys, and that makes him liked by lots of girls in his school. But only Ani, a cute girl, who Dullah, the school's ruler, is also chasing, can win his heart. His feud with Dullah, who feels threatened by Roy's presence, leads to the death of Joe, his beloved dog. Roy has two friends, Andi and Toni, who join forces with him against the Dullahs. Due to an accident, Andi dies, and Toni has to move to another city for treatment. Back alone without friends, Ani is the only place where he anchors. However, because of Dullah's act of exposing Roy's family's disgrace, Ani's parents forbid their relationship. Roy, who is down, flees into wild racing.","-",2023-01-19,109,"https://www.imdb.com/title/tt13642366/?ref_=sr_t_1092","https://www.imdb.com/title/tt13642366/mediaviewer/rm2603564033/?ref_=tt_ov_i"
"tt2062472","Ada Apa dengan Pocong?",5.6,38,"A story about accidental killing of a woman by a herd of men. After the incident, the woman got up from his grave became Pocong and Kuntilanak to avenge his death.","-",2011-06-23,105,"https://www.imdb.com/title/tt2062472/?ref_=sr_t_1113","https://www.imdb.com/title/tt2062472/mediaviewer/rm432914177/?ref_=tt_ov_i"
"tt8658278","Membabi Buta",5.8,14,,"-",2017-05-04,,"https://www.imdb.com/title/tt8658278/?ref_=sr_t_1021","https://www.imdb.com/title/tt8658278/mediaviewer/rm3388360448/?ref_=tt_ov_i"
"tt1748168","Pocong Jumat Kliwon",3.2,29,,"-",2010-09-23,77,"https://www.imdb.com/title/tt1748168/?ref_=sr_t_1511","https://www.imdb.com/name/nm3033268/?ref_=tt_cst_i_1"
"tt5742836","Ular Tangga",4.1,114,"An indigo student who can see something bad is going to happen who come through a dream with her plan and friends for hiking a mountain but no one believe her.","-",2017-03-09,93,"https://www.imdb.com/title/tt5742836/?ref_=sr_t_1443","https://www.imdb.com/title/tt5742836/mediaviewer/rm556535808/?ref_=tt_ov_i"
"tt2205554","Rumah Hantu Pasar Malam",3.1,15,"Five friends stumble across a fairground by the beach, where a series of disappearances has occurred in this Indonesian mixture of slasher and the supernatural.","-",2012-02-16,74,"https://www.imdb.com/title/tt2205554/?ref_=sr_t_1515","https://www.imdb.com/title/tt2205554/mediaviewer/rm3714613250/?ref_=tt_ov_i"
"tt14632036","Hari yang Dijanjikan",6.9,38,"A father struggles to pay off his debt on the day he promised. But conditions of the pandemic make him difficult to fulfill his promise to the debt collector and to his children.","-",2021-05-12,68,"https://www.imdb.com/title/tt14632036/?ref_=sr_t_536","https://www.imdb.com/title/tt14632036/mediaviewer/rm3419850497/?ref_=tt_ov_i"
"tt2022362","Cowok Bikin Pusing",4.8,19,,"-",2011-05-05,86,"https://www.imdb.com/title/tt2022362/?ref_=sr_t_1332","https://www.imdb.com/title/tt2022362/mediaviewer/rm3709604864/?ref_=tt_ov_i"
"tt11646308","Si Jago Merah 2: Air & Api",7.1,30,"After rescuing a nursing home from bomb threats, Gito (Deddy Mahendra Desta) and Rojak (Judika Sihotang) became acquainted with Abdur (Abdur Arsyad). They met again when they were given the task of fostering prospective firefighters, under the leadership of Commander Dicky (Bucek Depp). —iflix","-",2015-03-26,99,"https://www.imdb.com/title/tt11646308/?ref_=sr_t_443","https://www.imdb.com/title/tt11646308/mediaviewer/rm999720705/?ref_=tt_ov_i"
"tt15000966","Assalamualaikum Beijing 2: Lost in Ningxia",7.3,43,"Aisha thought she had found happiness with Arif, a figure who perfectly complemented her life. Making her not hesitate to remove all obstacles, even the most difficult ones, to prove how great her love was. In fact, the love that Aisha believed in not only gave her wings to fly high, but also dropped her from the highest place, taking her to wander the jungle without a clear goal. Making her ask, Have the decisions she has made so far been right? Where will her love find its estuary? Truly God is All-Good, the journey through Ningxia made Aisha realize that time is another form of His goodness. And the most important part is not the beginning, but the end. Always the end.","TV-14",2025-06-19,109,"https://www.imdb.com/title/tt15000966/?ref_=sr_t_326","https://www.imdb.com/title/tt15000966/mediaviewer/rm652458498/?ref_=tt_ov_i"
"tt10656222","Warkop DKI Reborn 3",4.1,215,"Warkop DKI (Dono, Kasino, Indro) is assigned as a secret police agent. They are under the command of Commander Cok, who lost his aide, Karman, when he smells money laundering in the Indonesian film industry. Precisely at a production house owned by Amir Muka. Warkop DKI finally get into the film world and is involved in making a comedy film in pairs with a soap opera artist who moves to the film world, Inka. Warkop DKI instead make Inka trapped with them in a room. Warkop DKI and Inka fainted. When awoken, Warkop DKI are shocked because they are in the desert. But Inka disappears. Warkop DKI's search for traces of Inka dragging them on exciting adventures in the desert. —filmindonesia.or.id","TV-14",2019-09-12,103,"https://www.imdb.com/title/tt10656222/?ref_=sr_t_1437","https://www.imdb.com/title/tt10656222/mediaviewer/rm1176216321/?ref_=tt_ov_i"
"tt18372304","Hantu Baru",7,22,"Being the victim of a wrong target, Sasa dies in a car accident. Sasa's spirit, who is restless, returns home, but Sasa does not yet know that she is dead. Strange changes in Sasa makes his younger siblings suspect that Sasa is possessed by an evil spirit. Various ways they do to heal Sasa. Meanwhile Bowo and Borjong, two ghosts who live in a big tree in Sasa's yard, assisted by a housekeeper named Mbak Nana who has a sixth sense, try to wake Sasa up that she is dead and teach her as a new ghost. When the lives of her lover and siblings are in danger, Sasa tries to protect them in any way possible. It's her last ditch effort so that her affairs in this world will be finished and she can return to her realm in peace.","-",2023-03-23,103,"https://www.imdb.com/title/tt18372304/?ref_=sr_t_484","https://www.imdb.com/title/tt18372304/mediaviewer/rm212217857/?ref_=tt_ov_i"
"tt33051946","Pengantin Setan",4.9,823,"Echa and Ariel are experiencing a rift in their household relationship. In the midst of the cold relationship, Echa finds happiness in her dreams with a handsome man, who turns out to be the incarnation of Jin Dasim, a Jin who destroys households. When trying to reconcile, they must face many life-threatening terrors. Echa and Ariel must find a way to free themselves from the dark shackles that haunt their marriage before it is too late.","-",2025-01-16,91,"https://www.imdb.com/title/tt33051946/?ref_=sr_t_1302","https://www.imdb.com/title/tt33051946/mediaviewer/rm778279938/?ref_=tt_ov_i"
"tt36820596","Panggil Aku Ayah",7.5,345,"Little Intan was used as collateral for a debt by her mother, who was forced to become a migrant worker and leave her. But from there, her life changed. Dedi, the debt collector, a foreign man who initially only wanted to collect, instead became an important figure in Intan's life. Together with Tatang, they grew into an unusual 'family'.","TV-G",2025-12-05,120,"https://www.imdb.com/title/tt36820596/?ref_=sr_t_241","https://www.imdb.com/title/tt36820596/mediaviewer/rm1039318786/?ref_=tt_ov_i"
"tt8512372","Jailangkung 2",4.3,202,"As the youngest child who has never known her mother, Tasya (Gabriella Quinlynn) feels lonely. Unintentionally she watched an old videotape owned by his father, Ferdi (Lukman Sardi), who had communicated with her mother's deceased spirit using Jailangkung. Tasya assembles her own Jailangkung and plays it in hopes of communicating with her deceased mother. This incident apparently raised various problems, including a catastrophic spirit. Bella (Amanda Rawles) and Rama (Jefri Nichol) join their new partner, Bram (Naufal Samudra), on an adventure to the bottom of the sea to defeat the demon incarnation that rules Angel (Hannah Al Rasyid) and takes Tasya to the occult. —filmindonesia.or.id","-",2018-06-15,83,"https://www.imdb.com/title/tt8512372/?ref_=sr_t_1412","https://www.imdb.com/title/tt8512372/mediaviewer/rm1324564480/?ref_=tt_ov_i"
"tt1356825","Perempuan Berkalung Sorban",6.7,190,"The story of Annisa's (Revalina S. Temat) sacrifice and struggle, as a child as well as a mother, and a wife, in the environment of the clerics' family in the Islamic Boarding School. Because when she was a little girl, she received unfair approval and her protests always considered the whimper of a child. —iflix","-",2009-01-15,131,"https://www.imdb.com/title/tt1356825/?ref_=sr_t_656","https://www.imdb.com/title/tt1356825/mediaviewer/rm1230847488/?ref_=tt_ov_i"
"tt18691722","200 Pounds Beauty",5.4,139,"Juwita, a heavily overweight girl, almost gave up on her life after being hit by the ninth times heartbreak. Hope comes when she has a chance of transforming into Angel, a super gorgeous, golden-voiced girl.","-",2023-06-22,95,"https://www.imdb.com/title/tt18691722/?ref_=sr_t_1167","https://www.imdb.com/title/tt18691722/mediaviewer/rm426647553/?ref_=tt_ov_i"
"tt7521752","Mereka Yang Tak Terlihat",6,161,"Saras (Estelle Linden), an indigo child who has been able to see invisible beings since she was a child. One day Saras was visited by a spirit named Dinda (Frisly Balqis) who asked for her help.","-",2017-10-11,95,"https://www.imdb.com/title/tt7521752/?ref_=sr_t_943","https://www.imdb.com/title/tt7521752/mediaviewer/rm2237417472/?ref_=tt_ov_i"
"tt13932538","Agen Dunia",6.5,48,"The clash between the kingdoms of Majapahit (Javanese) and Pajajaran (Sundanese) centuries ago is the root cause that prevents the love of Citra and Reza to culminate in marriage. Since both their extended families are against it, Jamal, self-proclaimed World Agent, is contacted for help. With various ideas and his motto of ""solving problems without problems"", Jamal tries everything to get the marriage approved. But fate is quirky. In the end, it's not Jamal's scenarios that seal the deal between the two families. And now that the marriage is on the horizon, which one will be used for the reception? Sundanese, or Javanese? —filmindonesia.or.id","TV-14",2021-02-05,100,"https://www.imdb.com/title/tt13932538/?ref_=sr_t_745","https://www.imdb.com/title/tt13932538/mediaviewer/rm3122910209/?ref_=tt_ov_i"
"tt3692324","Mall Klender",6.4,92,"Obsessed with the supernatural world, 4 ghosthunters search for the existence of supernatural activities in places rumored to be haunted. Unable to get any real evidence for their planned TV show, they decide to give up and apply for real jobs...until a challenge for a mall owner comes to them. The challenge: survive 24 hours in a haunted mall and they will receive US$ 50,000. Deciding that this is their final chance to get the evidence they need for their TV show, they accept. But what happens when they actually encounter supernatural forces out of their control? —Anonymous","-",2014-04-24,98,"https://www.imdb.com/title/tt3692324/?ref_=sr_t_773","https://www.imdb.com/title/tt3692324/mediaviewer/rm3569425664/?ref_=tt_ov_i"
"tt10457580","Doremi & You",7.7,85,"Four friends: Putri, Anisa, Imung, and Markus, try to change the money from the extracurricular choir that they accidentally omitted, by participating in the Doremi and You singing competition. The struggle of the four friends to win the competition is difficult when Reno, the choir assistant coach who is expected to become their coach, turns out to be their toughest rival in the competition. —filmindonesia.or.id","TV-G",2019-06-20,99,"https://www.imdb.com/title/tt10457580/?ref_=sr_t_208","https://www.imdb.com/title/tt10457580/mediaviewer/rm4192443393/?ref_=tt_ov_i"
"tt8880844","Udah Putusin Aja!",7.3,21,"Faraz (Audi Marissa). beautiful, veiled, pious, graceful, but why she is pregnant? Amanda (Elyzia Mulachela) catches her having her pregnancy checked in midwifery clinic. Everyone immediately bullied Faraz, because Amanda posted a video of Faraz going into the clinic. Faraz remains silent for all the gossip that hit her. But the longer, the more disturbing. Especially when pregnancy gossip makes parents protest parents. Mrs Jasmin, the principal, does not take Faraz out, as when Amanda's best friend, Kinan, was pregnant. Amanda is getting annoyed, because she feels unfair. She is not allowed by his dad to go out with Randy. She was even sentenced to participate in the Pesantren Kilat. Amanda then finds a new fact: Faraz is married. Amanda grew increasingly tired and exasperated. —filmindonesia.or.id","-",2018-09-06,88,"https://www.imdb.com/title/tt8880844/?ref_=sr_t_363","https://www.imdb.com/title/tt8880844/mediaviewer/rm2524215552/?ref_=tt_ov_i"
"tt13092762","Everyday Is a Lullaby",7,11,"Rektra was once recognized as the most promising and best screenwriter, winning continued success. He could work wherever he wanted to work at any time. However, as time goes by, both his talent and passion for the film seem to fade. He starts to think that making a sensual low-budget horror movie would benefit his life better. In order to overcome the slump, he tries to create an immortal masterpiece of his life inspired by his girlfriend who is an actress.","-",2020-10-30,81,"https://www.imdb.com/title/tt13092762/?ref_=sr_t_496","https://www.imdb.com/title/tt13092762/mediaviewer/rm106997249/?ref_=tt_ov_i"
"tt9530954","Laundry Show",6.4,145,"Uki, familiarly called Kokoh, chooses to resign from his office to set up a laundry business. At the beginning, he must deal with his employees who have various ridiculous personalities: Tiur, a receptionist who is very ignorant; Kendi and Deden, who always make trouble at the ironing board. However, Kokoh's biggest challenge is unexpected competition from Agustina, who suddenly sets up a laundry business right in front of her kiosk. Kokoh must choose between business or the seed of love that has slowly started to grow. —filmindonesia.or.id","-",2019-02-07,97,"https://www.imdb.com/title/tt9530954/?ref_=sr_t_794","https://www.imdb.com/title/tt9530954/mediaviewer/rm3189470464/?ref_=tt_ov_i"
"tt1227560","Namaku Dick",4.6,58,"What if you have a second chance to get the girl of your dreams

The story begins with a flashback where Bama (11 years old) with brace teeth, too big pant, thick glasses is crushing on a girl of his classmate called Tiara (10 years old). He tries so many good thing to get her attention, but Tiara is always ignoring him Bama tries to smile, she smiles cynical All his good deed is always answered with an evil attitude Until one day where Bama wants to show his true feeling about her, he writes a love letter and he put it inside one of her books Bama who is actually an unconfident boy is waiting for Tiara finding the love letter in her book and finally reads it. But his dream seems ruining because SUDDENLY all books in the class have to be collected Bama looks terribly panic The teacher found Bamas love letter and reads it in front of the class All of her classmates are LAUGHING all his classmates are humiliating him, and Tiara feels so embarrassed. She then approaches him and harshly shouting at him says I WONT EVER LOVE YOU!!!

Her last words will ever haunt him to grown up

Flash forward 15 years later

Bama (26 yeas old) a successful architect is looking different as his childhood, he looks more confident, handsome, easygoing and an attracted creatures for girls. Hes a really different person now A grown up Bama is a playboy who always dates girl for fun, dishonest and always make them expecting him a lot, he also keeps dating without any heart feeling Bama is an arrogant guy and he feels that he can get any women, anytime and anywhere it because little bama was not too confident and girls was not like him so much. Now, he has changed to be a success and mature man. Thats just the bamas compensation because his kid period was not too happy.

The next morning

Bama wakes up in the morning, and do his morning routinely like usual, suddenly someone talks at the first time, bama doesnt care and not believed but then he feels bothered apparently, after he checked, his dick can talk!! Bama gets shocked!! he gets panic!!

The dicks voice is very annoying!! IT ALWAYS TALK CRUDELY, AND IT JUST THINK ABOUT THE GIRL!!

What should bama do??

The shaman says there just one way, you have to be honest and break the relation with the girls that youve lied, ask apologize and tell them that actually your feeling is just for someone named tiara. After you do that, the curse from them will be vanished if you can do that before your dinnertime with tiara, everything will be okay the shaman talks.

Finally, accompanied by the taxi driver, bama goes to the girls to ask apologize.

Then, in that day, the secret broke. Including tiaras feeling that she hides for all this time and she doesnt accuse that. Bama feels very happy. Even he have to face the troubles and obstacles in two days, he gets the priceless life lesson.

That afternoon, bama and tiara talk much. They talk about their feelings. In their conversation, bama realizes that the annoying sound from his dick has gone. Bama smiles a bit. Its the beginning of bama and tiaras love relationship.","-",2008-04-24,90,"https://www.imdb.com/title/tt1227560/?ref_=sr_t_1364","https://www.imdb.com/title/tt1227560/mediaviewer/rm1568163584/?ref_=tt_ov_i"
